Rank	Score	Penalty	Country	Name
6683	10	-7135100319	Bangladesh	pika01
6703	10	-7329273104	Bangladesh	hafiz_samrat
6857	8	-5873157414	Bangladesh	tanvir_tareq
6950	8	-7436972857	Bangladesh	N_Assass1n
6959	8	-8336226710	Bangladesh	1mam
6979	5	-1135918321	Bangladesh	nowshadjunaed
6984	5	-1211223183	Bangladesh	tanimahossain
7079	5	-1841884302	Bangladesh	sajibcuet09
7082	5	-1861352046	Bangladesh	zedrex
7090	5	-1883630264	Bangladesh	obaydullahmhs
7125	5	-2009408760	Bangladesh	misir
7227	5	-2428671193	Bangladesh	Fahim_Ahmed_Shojib
7239	5	-2475147362	Bangladesh	Adol
7309	5	-2732675467	Bangladesh	JiniaYesmin
7318	5	-2768090424	Bangladesh	SIR24
7333	5	-2846625328	Bangladesh	Djhoker
7342	5	-2893284351	Bangladesh	Badhansen
7406	5	-3168113112	Bangladesh	SamiulSourav
7428	5	-3244934573	Bangladesh	siddharth_csejnu
7457	5	-3368975197	Bangladesh	saadi_23
7458	5	-3370938245	Bangladesh	NiloySarkar
7616	5	-4058568108	Bangladesh	Redwanul
7632	5	-4153725487	Bangladesh	HAL-9000
7844	5	-4925409143	Bangladesh	sakib_ayan323
7939	5	-5469609416	Bangladesh	Vaskor
7943	5	-5492141313	Bangladesh	Rajan_sust
8014	5	-5910960753	Bangladesh	ashik_jiddney
8032	5	-6017867441	Bangladesh	Alom_Shanto
8044	5	-6112989911	Bangladesh	Riyan
8049	5	-6129767679	Bangladesh	paglaCoder
8058	5	-6185144543	Bangladesh	shahshishir.09@gmail.com
8103	5	-6437098819	Bangladesh	rakib_mist
8149	5	-6693966254	Bangladesh	Dhimanda
8195	5	-7032205957	Bangladesh	shahan
8253	5	-7823179309	Bangladesh	ahmedtarek
8346	3	-4290364327	Bangladesh	notorious94
8457	3	-6587700531	Bangladesh	ViRiON
8479	3	-6907129210	Bangladesh	SkArman
8501	0	0	Bangladesh	(-_-)
8501	0	0	Bangladesh	Amlan107
8501	0	0	Bangladesh	TheOVE46
8501	0	0	Bangladesh	alittleprogramming
8505	0	0	Bangladesh	AR_RAHAT7
8505	0	0	Bangladesh	Auntor
8505	0	0	Bangladesh	Brainless_TC
8505	0	0	Bangladesh	Helal_brur
8505	0	0	Bangladesh	Moin_827
8505	0	0	Bangladesh	Rafi_bd
8505	0	0	Bangladesh	Raiyan_Rady_RUET
8505	0	0	Bangladesh	Reaz.iii
8505	0	0	Bangladesh	S_S_Jisan
8505	0	0	Bangladesh	SajeebKumar
8505	0	0	Bangladesh	Salam_35
8505	0	0	Bangladesh	Shuvro77
8505	0	0	Bangladesh	Sobug
8505	0	0	Bangladesh	TripPple_A
8505	0	0	Bangladesh	abufarhad
8505	0	0	Bangladesh	alittleprogramming
8505	0	0	Bangladesh	amlansaha
8505	0	0	Bangladesh	aritra741
8505	0	0	Bangladesh	dynamicovi
8505	0	0	Bangladesh	emrul
8505	0	0	Bangladesh	farabi_shafkat
8505	0	0	Bangladesh	farhanshahoriar
8505	0	0	Bangladesh	fkhjoy
8505	0	0	Bangladesh	imtiaz246
8505	0	0	Bangladesh	khodarkhashi
8505	0	0	Bangladesh	mahmudsagar2020
8505	0	0	Bangladesh	rahat_chy
8505	0	0	Bangladesh	sakibshahon
8505	0	0	Bangladesh	smsaleque
8505	0	0	Bangladesh	the_redback
